ts,equity,cash,gross_exposure,n_positions,fees_paid,slippage_paid
1789888840,10743.9724,10.5095,10733.4628,4,41.244,21.2711
1789892534,10725.5137,10.5095,10715.0041,4,41.244,21.2711
1789896049,10757.1171,10.5095,10746.6076,4,41.244,21.2711
1789899642,10767.4372,10.5095,10756.9277,4,41.244,21.2711
1789903225,10791.7015,10.5095,10781.1919,4,41.244,21.2711
1789907133,10931.5406,10.5095,10921.0311,4,41.244,21.2711
1789910461,10982.1649,10.5095,10971.6553,4,41.244,21.2711
1789914066,11015.3205,10.5095,11004.8109,4,41.244,21.2711
1789917642,11203.6103,10.5095,11193.1007,4,41.244,21.2711
1789921304,11271.5631,1298.4543,9973.1088,8,51.2117,26.3036
1789924784,11344.3574,0.0,11344.3574,10,52.5088,26.9519
1789928573,11333.7282,0.0,11333.7282,10,52.5088,26.9519
1789931907,11302.1888,0.0,11302.1888,10,52.5088,26.9519
1789935638,11355.6755,0.0,11355.6755,10,52.5088,26.9519
1789939224,11296.0278,0.0,11296.0278,10,52.5088,26.9519
1789942850,11350.8351,0.0,11350.8351,10,52.5088,26.9519
1789946386,11374.3364,0.0,11374.3364,10,52.5088,26.9519
1789950571,11547.9585,0.0,11547.9585,10,52.5088,26.9519
1789953663,11593.7397,0.0,11593.7397,10,52.5088,26.9519
1789957347,11423.5492,0.0,11423.5492,10,52.5088,26.9519
1789960978,11465.7221,0.0,11465.7221,10,52.5088,26.9519
1789964598,11416.6095,0.0,11416.6095,10,52.5088,26.9519
1789968130,11452.7333,0.0,11452.7333,10,52.5088,26.9519
1789972171,11478.1465,0.0,11478.1465,10,52.5088,26.9519
1789975440,11424.5515,0.0,11424.5515,10,52.5088,26.9519
1789979060,11490.1617,0.0,11490.1617,10,52.5088,26.9519
1789982611,11666.5805,0.0,11666.5805,10,52.5088,26.9519
1789986158,11756.3472,0.0,11756.3472,10,52.5088,26.9519
1789989754,11847.0576,0.0,11847.0576,10,52.5088,26.9519
1789993545,11867.8364,0.0,11867.8364,10,52.5088,26.9519
1789996922,11954.386,0.0,11954.386,10,52.5088,26.9519
1790000581,11886.9375,0.0,11886.9375,10,52.5088,26.9519
1790004041,11889.8926,0.0,11889.8926,10,52.5088,26.9519
1790007770,11932.0101,0.0,11932.0101,10,52.5088,26.9519
1790011165,11836.3771,0.0,11836.3771,10,52.5088,26.9519
1790015065,11856.1125,0.0,11856.1125,10,52.5088,26.9519
1790018471,11897.7657,0.0,11897.7657,10,52.5088,26.9519
1790022113,12038.4558,0.0,12038.4558,10,52.5088,26.9519
1790025679,11988.5513,0.0,11988.5513,10,52.5088,26.9519
1790029293,12074.6746,0.0,12074.6746,10,52.5088,26.9519
1790032868,12062.2267,0.0,12062.2267,10,52.5088,26.9519
1790036883,12034.1325,0.0,12034.1325,10,52.5088,26.9519
1790039987,11860.3173,0.0,11860.3173,10,52.5088,26.9519
1790043736,11894.2274,0.0,11894.2274,10,52.5088,26.9519
1790047348,11852.2925,0.0,11852.2925,10,52.5088,26.9519
1790050951,11926.9549,0.0,11926.9549,10,52.5088,26.9519
1790054477,11751.6732,0.0,11751.6732,10,52.5088,26.9519
1790058437,11786.2262,0.0,11786.2262,10,52.5088,26.9519
1790061741,11778.2984,0.0,11778.2984,10,52.5088,26.9519
1790065424,11812.4956,0.0,11812.4956,10,52.5088,26.9519
1790068913,11884.2259,0.0,11884.2259,10,52.5088,26.9519
1790072596,11845.6155,0.0,11845.6155,10,52.5088,26.9519
1790076092,11881.707,0.0,11881.707,10,52.5088,26.9519
1790080002,11849.949,0.0,11849.949,10,52.5088,26.9519
1790083402,11974.3641,0.0,11974.3641,10,52.5088,26.9519
1790086980,12016.549,0.0,12016.549,10,52.5088,26.9519
1790090545,12046.8544,0.0,12046.8544,10,52.5088,26.9519
1790094185,11935.3697,0.0,11935.3697,10,52.5088,26.9519
1790097661,12014.1339,0.0,12014.1339,10,52.5088,26.9519
1790101575,12027.5896,0.0,12027.5896,10,52.5088,26.9519
1790104812,12121.3248,0.0,12121.3248,10,52.5088,26.9519
1790108452,12029.9221,0.0,12029.9221,10,52.5088,26.9519
1790112013,12043.0467,0.0,12043.0467,10,52.5088,26.9519
1790115726,12047.7145,0.0,12047.7145,10,52.5088,26.9519
1790119187,12184.3855,0.0,12184.3855,10,52.5088,26.9519
1790123229,12165.4175,0.0,12165.4175,10,52.5088,26.9519
1790126449,12166.4952,0.0,12166.4952,10,52.5088,26.9519
1790130137,12124.7496,0.0,12124.7496,10,52.5088,26.9519
1790133766,12210.3984,0.0,12210.3984,10,52.5088,26.9519
1790137391,12304.1218,0.0,12304.1218,10,52.5088,26.9519
1790140886,12231.6689,0.0,12231.6689,10,52.5088,26.9519
1790144869,12207.2167,0.0,12207.2167,10,52.5088,26.9519
1790148191,12202.5743,0.0,12202.5743,10,52.5088,26.9519
1790151827,12147.3018,0.0,12147.3018,10,52.5088,26.9519
1790155367,12093.0869,0.0,12093.0869,10,52.5088,26.9519
1790158964,12023.597,0.0,12023.597,10,52.5088,26.9519
1790162534,11981.4743,0.0,11981.4743,10,52.5088,26.9519
1790166441,11905.9963,241.2488,11664.7475,8,55.3818,28.3884
1790169848,11870.8219,1702.6319,10168.19,7,56.8447,29.1202
1790173423,11512.3539,11512.3539,0,0,66.6642,34.6442
1790176988,11512.3539,11512.3539,0,0,66.6642,34.6442
1790180644,11512.3539,11512.3539,0,0,66.6642,34.6442
1790184136,11512.3539,11512.3539,0,0,66.6642,34.6442
1790187932,11512.3539,11512.3539,0,0,66.6642,34.6442
1790191278,11512.3539,11512.3539,0,0,66.6642,34.6442
1790194965,11512.3539,11512.3539,0,0,66.6642,34.6442
1790198525,11512.3539,11512.3539,0,0,66.6642,34.6442
1790202077,11512.3539,11512.3539,0,0,66.6642,34.6442
1790205509,11512.3539,11512.3539,0,0,66.6642,34.6442
1790209743,11512.3539,11512.3539,0,0,66.6642,34.6442
1790212857,11512.3539,11512.3539,0,0,66.6642,34.6442
1790216531,11512.3539,11512.3539,0,0,66.6642,34.6442
1790220140,11512.3539,11512.3539,0,0,66.6642,34.6442
1790223766,11512.3539,11512.3539,0,0,66.6642,34.6442
1790227333,11512.3539,11512.3539,0,0,66.6642,34.6442
1790231253,11512.3539,11512.3539,0,0,66.6642,34.6442
1790234578,11512.3539,11512.3539,0,0,66.6642,34.6442
1790238265,11512.3539,11512.3539,0,0,66.6642,34.6442
1790241840,11512.3539,11512.3539,0,0,66.6642,34.6442
1790245375,11512.3539,11512.3539,0,0,66.6642,34.6442
1790248941,11512.3539,11512.3539,0,0,66.6642,34.6442
1790252860,11512.3539,11512.3539,0,0,66.6642,34.6442
1790256240,11512.3539,11512.3539,0,0,66.6642,34.6442
1790259827,11512.3539,11512.3539,0,0,66.6642,34.6442
1790263461,11512.3539,11512.3539,0,0,66.6642,34.6442
1790267057,11512.3539,11512.3539,0,0,66.6642,34.6442
1790270493,11512.3539,11512.3539,0,0,66.6642,34.6442
1790274339,11512.3539,11512.3539,0,0,66.6642,34.6442
1790277656,11512.3539,11512.3539,0,0,66.6642,34.6442
1790281435,11512.3539,11512.3539,0,0,66.6642,34.6442
1790284923,11512.3539,11512.3539,0,0,66.6642,34.6442
1790288555,11512.3539,11512.3539,0,0,66.6642,34.6442
