ts,equity,cash,gross_exposure,n_positions,fees_paid,slippage_paid
1789888840,10743.9724,10.5095,10733.4628,4,41.244,21.2711
1789892534,10725.5137,10.5095,10715.0041,4,41.244,21.2711
1789896049,10757.1171,10.5095,10746.6076,4,41.244,21.2711
1789899642,10767.4372,10.5095,10756.9277,4,41.244,21.2711
1789903225,10791.7015,10.5095,10781.1919,4,41.244,21.2711
1789907133,10931.5406,10.5095,10921.0311,4,41.244,21.2711
1789910461,10965.7129,10965.7129,0,0,52.2102,26.7569
1789914066,10965.7129,10965.7129,0,0,52.2102,26.7569
1789917642,10965.7129,10965.7129,0,0,52.2102,26.7569
1789921304,10965.7129,10965.7129,0,0,52.2102,26.7569
1789924784,10965.7129,10965.7129,0,0,52.2102,26.7569
1789928573,10965.7129,10965.7129,0,0,52.2102,26.7569
1789931907,10965.7129,10965.7129,0,0,52.2102,26.7569
1789935638,10965.7129,10965.7129,0,0,52.2102,26.7569
1789939224,10965.7129,10965.7129,0,0,52.2102,26.7569
1789942850,10965.7129,10965.7129,0,0,52.2102,26.7569
1789946386,10965.7129,10965.7129,0,0,52.2102,26.7569
1789950571,10965.7129,10965.7129,0,0,52.2102,26.7569
1789953663,10965.7129,10965.7129,0,0,52.2102,26.7569
1789957347,10965.7129,10965.7129,0,0,52.2102,26.7569
1789960978,10965.7129,10965.7129,0,0,52.2102,26.7569
1789964598,10965.7129,10965.7129,0,0,52.2102,26.7569
1789968130,10965.7129,10965.7129,0,0,52.2102,26.7569
1789972171,10965.7129,10965.7129,0,0,52.2102,26.7569
1789975440,10965.7129,10965.7129,0,0,52.2102,26.7569
1789979060,10965.7129,10965.7129,0,0,52.2102,26.7569
1789982611,10965.7129,10965.7129,0,0,52.2102,26.7569
1789986158,10965.7129,10965.7129,0,0,52.2102,26.7569
1789989754,10965.7129,10965.7129,0,0,52.2102,26.7569
1789993545,10965.7129,10965.7129,0,0,52.2102,26.7569
1789996922,10965.7129,10965.7129,0,0,52.2102,26.7569
1790000581,10965.7129,10965.7129,0,0,52.2102,26.7569
1790004041,10965.7129,10965.7129,0,0,52.2102,26.7569
1790007770,10965.7129,10965.7129,0,0,52.2102,26.7569
1790011165,10965.7129,10965.7129,0,0,52.2102,26.7569
1790015065,10965.7129,10965.7129,0,0,52.2102,26.7569
1790018471,10965.7129,10965.7129,0,0,52.2102,26.7569
1790022113,10965.7129,10965.7129,0,0,52.2102,26.7569
1790025679,10965.7129,10965.7129,0,0,52.2102,26.7569
1790029293,10965.7129,10965.7129,0,0,52.2102,26.7569
1790032868,10965.7129,10965.7129,0,0,52.2102,26.7569
1790036883,10965.7129,10965.7129,0,0,52.2102,26.7569
1790039987,10965.7129,10965.7129,0,0,52.2102,26.7569
1790043736,10965.7129,10965.7129,0,0,52.2102,26.7569
1790047348,10965.7129,10965.7129,0,0,52.2102,26.7569
1790050951,10965.7129,10965.7129,0,0,52.2102,26.7569
1790054477,10965.7129,10965.7129,0,0,52.2102,26.7569
1790058437,10965.7129,10965.7129,0,0,52.2102,26.7569
1790061741,10965.7129,10965.7129,0,0,52.2102,26.7569
1790065424,10965.7129,10965.7129,0,0,52.2102,26.7569
1790068913,10965.7129,10965.7129,0,0,52.2102,26.7569
1790072596,10965.7129,10965.7129,0,0,52.2102,26.7569
1790076092,10965.7129,10965.7129,0,0,52.2102,26.7569
1790080002,10965.7129,10965.7129,0,0,52.2102,26.7569
1790083402,10965.7129,10965.7129,0,0,52.2102,26.7569
1790086980,10965.7129,10965.7129,0,0,52.2102,26.7569
1790090545,10965.7129,10965.7129,0,0,52.2102,26.7569
1790094185,10965.7129,10965.7129,0,0,52.2102,26.7569
1790097661,10965.7129,10965.7129,0,0,52.2102,26.7569
1790101575,10965.7129,10965.7129,0,0,52.2102,26.7569
1790104812,10965.7129,10965.7129,0,0,52.2102,26.7569
1790108452,10965.7129,10965.7129,0,0,52.2102,26.7569
1790112013,10965.7129,10965.7129,0,0,52.2102,26.7569
1790115726,10965.7129,10965.7129,0,0,52.2102,26.7569
1790119187,10965.7129,10965.7129,0,0,52.2102,26.7569
1790123229,10965.7129,10965.7129,0,0,52.2102,26.7569
1790126449,10965.7129,10965.7129,0,0,52.2102,26.7569
1790130137,10965.7129,10965.7129,0,0,52.2102,26.7569
1790133766,10965.7129,10965.7129,0,0,52.2102,26.7569
1790137391,10965.7129,10965.7129,0,0,52.2102,26.7569
1790140886,10965.7129,10965.7129,0,0,52.2102,26.7569
1790144869,10965.7129,10965.7129,0,0,52.2102,26.7569
1790148191,10965.7129,10965.7129,0,0,52.2102,26.7569
1790151827,10965.7129,10965.7129,0,0,52.2102,26.7569
1790155367,10965.7129,10965.7129,0,0,52.2102,26.7569
1790158964,10965.7129,10965.7129,0,0,52.2102,26.7569
1790162534,10965.7129,10965.7129,0,0,52.2102,26.7569
1790166441,10965.7129,10965.7129,0,0,52.2102,26.7569
1790169848,10965.7129,10965.7129,0,0,52.2102,26.7569
1790173423,10965.7129,10965.7129,0,0,52.2102,26.7569
1790176988,10965.7129,10965.7129,0,0,52.2102,26.7569
1790180644,10965.7129,10965.7129,0,0,52.2102,26.7569
1790184136,10965.7129,10965.7129,0,0,52.2102,26.7569
1790187932,10965.7129,10965.7129,0,0,52.2102,26.7569
1790191278,10965.7129,10965.7129,0,0,52.2102,26.7569
1790194965,10965.7129,10965.7129,0,0,52.2102,26.7569
1790198525,10965.7129,10965.7129,0,0,52.2102,26.7569
